QID,序号,数据来源,部分,原始页码,章节,校对词频,原文英文全名,统一英文全名,别称英文,Unnamed: 0,P19|标签|出生地英文,校对出生地英文,P31|标签|人物属性,P569|标签|出生日期,P570|标签|死亡日期,P20|标签|死亡地英文,P106|标签|职业英文,P27|标签|国籍英文,P101|标签|工作领域英文,P937|标签|工作地点英文,P97|标签|贵族头衔英文,P21|标签|性别英文,P611|标签|所属宗教(合并)#P1416|标签|所属机构#P463|标签|属于...机构成员英文,P119|标签|埋葬地点英文,P140|标签|宗教或世界观英文,P69|标签|受教育于英文,P53|标签|家族英文,P1830|标签|拥有财产英文,P166|标签|获奖英文,P800|标签|著名作品英文,P135|标签|风格英文,P136|标签|创作类型英文,P18|标签|图像,P22|标签|父亲英文,P25|标签|母亲英文,P3373|标签|兄弟姐妹英文,P26|标签|配偶英文,P40|标签|孩子英文,P1038|标签|亲属英文,P451|标签|未婚伴侣英文,P737|标签|受…影响英文,P108|标签|雇主英文,P1066|标签|老师#P184|标签|博士导师英文,P802|标签|学生#P185|标签|博士学生英文,P3342|标签|重要人物英文,P1049|标签|崇拜者英文,P1365|标签|继任者英文,P1366|标签|接任者英文,P859|标签|赞助人英文
Q345742,1628,wikidata,第一部分,160,第六章,1,Maximilien Misson,Maximilien Misson,François Maximilien Misson|Francis Maximilian Misson,1304,Lyon,Lyon,human,1650,1722,,magistrate,France,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q44197,1629,wikidata,第三部分,255,第九章,1,Maximilien Robespierre,Maximilien Robespierre,Maximilien Marie Isidore de Robespierre|Maximilien de Robespierre|Maximilien-François-Marie-Isidore de Robespierre|Robespierre|The Incorruptible,1305,Arras,Arras,human,1758,1794,Paris,politician|lawyer|journalist|revolutionary,France,,Paris,,male,,Errancis Cemetery,deism,Lycée Louis-le-Grand,,,Concours général,,,,,François de Robespierre,,Augustin Robespierre|Charlotte de Robespierre,,,,,Jean-Jacques Rousseau,,,,,,,,
Q7002198,1631,wikidata,第一部分,"17,18,121,150",第一章,5,Melchior Missirini,Melchiorre Missirini,Melchior Missirini,1306,Forlì,Forlì,human,1773,1849,Florence,theologian|poet|biographer,,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q533444,1633,wikidata,第三部分,后记,第十七章,1,Meyer Schapiro,Meyer Schapiro,Meir Schapiro,1307,Šiauliai,Šiauliai,human,1904,1996,New York City,art historian|historian|university teacher|art theorist|aesthetician,United States of America,art history|art,,,male,American Academy of Arts and Sciences|Medieval Academy of America|American Academy of Arts and Letters,,,Columbia University,,,Guggenheim Fellowship|MacArthur Fellows Program|Aby Warburg Prize|Fellow of the Medieval Academy of America|National Book Critics Circle Award in Criticism,,,,,,,Morris Schapiro,,,,,,Columbia University|Semiotica|New York University,,Martha Edelheit|Dorothy Miner,,,,,
Q1170226,1634,wikidata,第一部分,139204207,第五章,3,Micco Spadaro,Domenico Gargiulo,Micci Spadaro|Domenico Gargiuli|Micco Spadaro Gargiulo|Nico Spadaro|Miccho Spataro|Nicco Spadaro|Micco Spadaro|Domenico Spadaro|Domenico Micco|Micco Spadaro Gargiuli|Micco Spatare|Domenico Sparano|Mico Spadaro|Micco Spataro|Dominico Spadaro|Domenico Spataro|Domenico Garginli|Dom.o Spadaro|Dominico Garciulo|Mico Spedari|Spataro|gen. Micco Spadaro Domenico Gargiulo|Dom.o Gargiulo alias Spataro|M. Spedari|Spadari|Spadaro|Domenico Micco detto lo Spataro|Gargiuoli di Napoli|Domenico Garsialo|Garghi|Garguioli|Micco spatare|espadaro|Domenico Gargiulio,1308,Naples,Naples,human,1609,1675,Naples,painter,Kingdom of Naples,,Naples,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q741130,1635,wikidata,第三部分,后记,第十七章,1,Michael Baxandall,Michael Baxandall,Michael David Kighley Baxandall,1309,Cardiff,Cardiff,human,1933,2008,London,art historian|university teacher|teacher,United Kingdom,,,,male,American Academy of Arts and Sciences|British Academy,,,Downing College,,,MacArthur Fellows Program|Aby Warburg Prize|Fellow of the British Academy|Fellow of the American Academy of Arts and Sciences,,,,,,,,,,,,,"University of California, Berkeley|Cornell University|Victoria and Albert Museum|Warburg Institute",,,,,,,
Q6831576,1637,wikidata,第一部分,70,第三章,1,Michael Jaffé,Michael Jaffé,Michael Jaffe|Andrew Michael Jaffé|A.M. Jaffé,1310,London,London,human,1923,1997,Yeovil,art historian,United Kingdom,art history,,,male,,,,Courtauld Institute of Art,,,Commander of the Order of the British Empire,,,,,,,,,,,,,University of Washington|Fitzwilliam Museum,,,,,,,
Q532695,1638,wikidata,第一部分,"IX,264,284,292,295,296,301,314,324,330,351,353,355,357,364,403,407,409",第一章,29,Michael Levey,Michael Levey,Sir Michael Vincent Levey,1311,Wimbledon,Wimbledon,human,1927,2008,Louth,art historian|writer|university teacher,United Kingdom,,,,male,Royal Society of Literature,,,Exeter College,,,Fellow of the British Academy|Fellow of the Royal Society of Literature|Knight Bachelor|Hawthornden Prize,,,,,,,,Brigid Brophy,,,,,University of Oxford|University of Cambridge,,,,,,,
Q1342328,1639,wikidata,第一部分,133314,第五章,2,Michael Sweerts,Michiel Sweerts,Michael Sweerts|Michiello Suerts Sweerts|Cavaliere Michael Suars|Michiello Suerts|Michael Swarts|Michele Suarssi|Michael Swart|Michele Suars|Michele Suars Sweerts|Monsù Michele Suarss|Cavaliere Michael Suarts|Suarssi Sweerts|Michael Sweers|Michiel Suerz|Monsù Michael Suars|il Cavaliere Suars|Monsu Michele Suarss|Monsu Michael Suars|Monsù Suars|de Cavallier Swartz|Swart|Cavalier Swarts|Suars|Swarts|Suezza|Cavaliere Swarte|Cav.re Suars|Sweerts|Monsu` Michele Suarss fiammengo|M. Sweers|Chevalier Zwarts|Svarz|Michel Sweerts|Michael Swerts|Le Chevalier Sweerts|Michel Suar|Cavaliere Suarts fiamengo|Mon. Suars|C. Swarts|M. Sweerts|Monsu Suars|de Cavellier Swartz|Michele Suars fiammengo|Monsù Michele Suarss fiammengo,1312,City of Brussels,City of Brussels,human,1618,1664,Goa,painter|printmaker|drawer,Spanish Netherlands,art of painting,,,male,,,,,,,,"A Sleeping Boy and a Man Removing Fleas from Himself|Peasant Family, with a Man Removing Fleas from Himself|A Painter’s Studio",Baroque,,,,,,,,,,,,,,,,,,
Q59525121,1640,wikidata,第二部分,184,第七章,1,Michel Hoog,Michel Hoog,,1313,16th arrondissement of Paris,Paris,human,1932,2000,Le Chesnay,curator|art historian,France,,,,male,,,,,,,Commandeur des Arts et des Lettres‎,,,,,,,,,,,,,Musée de l'Orangerie,,,,,,,
Q979862,1641,wikidata,第一部分,"XIII,19,26,34,38,39,42,18,78,136,137,138,139,140,142,141,143,204,210,324",第一章,50,Michelangelo Cerquozzi,Michelangelo Cerquozzi,"Michel'Angelo Cerquozzi|Michel'Angelo del Battaglio|Michelangelo Delle Battaglie Cerquozzi|Michelangelo de la Bataglia|Michel'Angiolo delle Battaglie|Michel Angelo Bataglia|Michelagnolo delle Battaglie|Michel Angelo della Battaglia|Michelangelo delle Battaglie|Michelango Querquozzi|Michelangelo delle Bambocciate|Michelangelo delle Battaglie Cerquozzi|Michelangelo Quercozzi|Michel Angelo Bataglio|Michel Angelo de la Bataille|Michel Angelo Cerquozzi|Delle Bambocciate Cerquozzi|Michele Angelo delle Bambocciate|Michelangiolo delle Bambocciate|Michel Angelo della Battalia|Michelangelo Corquozzi|Michael Angelo Cerquozzi|Michel Angelo Battaglia|Michelange Cerquozzi|Michel Ange de Battaille|Michel Angelo de la Battalia|M.A. dela Bataglia|della Battaglia M. Angelo|Michel Ange des batailles|M A. Della Battaglia|Michele Angelo delle battag.e|Michael Angelo de Battallie|M.A. di Battaglia|Michael Angelo de Battaglia|Michel Ang.o delle Bambocciate|Michel' Ang.o delle Battaglie|Michelang.o delle Battaglie|delle Battaglie M. Angelo|De la Bataglia M. Angelo|Michael Angelo della Battalje|des Batailles Michel-Ange|Michele Ang.o delle Battag.e|M. Angelo de la Bataglia|A. del la Bataglia|Michiel Angelo de la Bataille|M. Angelo da Battaglia|M. A. Battalia|Michael Angelo de la Battaglia|Michael Angelo de la Batalje|Michel Ange Bataille|Michael Angelo della Battaglie|Michel'Angelo delle Battaglie|M. Ang. d. Battagla|Mich. Angelo Battaglia|dit des Batailles Michel Ange|Michel Angelo|M. A. da Battaglia|MichelAngiolo de Caravaggio|Bataille|Battaglia|M.A. Cerquozzi|M.A. de la Battalia|Battaglio|M A Bataglia|Michelange des Batailles|Michel-Ange de la Bataille|M. Angelo delle Battaglie|Michel Ang.o delle battag.e|Michael Angelo de Battaille|Quercozzi|Michiel Angelo de la Batalje|Michel Angiolo delle battaglie|Angelo de la Bataglia|Michele Ang.o|M. A. Bataglia|Mich. Ang. Battalia|michelangelo geranzzi|M. A. de Battaglia|M.A. Battalia|Michel-Ange des Bataille|Michael Angel de la Vattalla|M.A. Bataglia|Michel ange de Bataille|Michel Angelo delle Battaglie|M.A. Battallia|Michel'Angelo Battaglia|Michel: Ang.o|detto il Michelangelo delle battaglie Michelangelo Cerquozzi|MichelAngelo Bamboccio|M. A. Battaglia|Michel Ang.o delle Battaglie|dit Michel-Ange Cerquozzi|Mich. Ang. Bat.|Michel-Ange-des-Batailles|Cerquozzi|de la Battailie Michaël Angelo|Michelangelo, gen. delle Battaglie Cerquozzi|Mich. Angelo Bambocca|Michelagnolo delle Bambocciate|M. A. Bambocciati|M.Angello Cerquozzi|M. Angelo di Battaglia|Michel'Angelo del Bambocciante|M. Angelo Battagla|Michel. Ang.o delle battaglie|Michelangelo Cerquozzi detto delle Battaglie|M. Angelo De Bataglia|M. Anglo de la Battelyia|M. Ange des Batailles|M. La Battalia|Michel Ang. delle Battaglie|de la Bataglia M. Angello|M.A. Battagla|Michelangiolo Cercozzi|Michel-Ange des Batailles|genannt Delle Battaglie Mich. Ang. Cerquozzi|Michel'Angelo|Michaelangelo|Michiel Angelo|M.A. delle Battaglie|Michelang.o delle Bambocciate|Mich. Ang. Battaglia|Michelo delle Battaglie|Michel-Angelo De La Bataille|M. Angelo della Battaglia|Michele Angelo dalle Battaglie|Michel Ang.o|Michel delle Battaglie|M.A. Battaglia|M. D. La Batalia|Cerquizzi|Michelangelo Cerquozzi detto il Michelangelo delle Battaglie|De la Batailly|Bambocciati|Michelangiolo|Batalje|Michele Angelo Cerquozzi|Michael Angelo Bamboccio|dit Michel-Ange des Batailles Cerquozzi|Michel-Angelo de la Batalle|Michel Angelo de la Battaille|ou des Bambochades Michel-Ange des Batailles|Michel. delle Battaglie|Michel Ange de la Bataille|M. Angelo Battaglia|Michelangeli|M. Angelo Battaglie|Michele Ang.o delle Battaglie|Michiel Angelo della Bataille|Mich. Angelo de la Battaglia|Michel Angelo de Bambocci|Mich. Ang. [Bat.]|dit Des Batailles Michel-Ange|Michelangeli delle battaglie|MichelAngelo delle Bambocciate|Michele Angelo delle battaglie|Michael Angelo da Bataglia|M. Angello de la Bataglia|M. Angelo de la Batallie|Michael Angelo de la Bataille|M. Angelo dela Battaglia|M. Angelo de la Bataille|Michel Angiolo delle Battagle|Corquozzi|Michel Angelo delle Bambocciate|Michel Angiolo delle Bambocciate|dit Michel Angelo delle Bataglie Michel Angelo Cercozze|Michel angelo Cerquozzi|Michel'Angelo delle Bambocciate|M. Angelo Bataglio|M.A. Dela Bagtaglia|Michel-Ange de Bataille|Michelango. Querquozzi|Cerquozi|M.A. Della Battaglia|M.A. del Battaglia|Michel Ange Cerquozzi dit des Batailees [sic]|M. Angelo della Bataglia",1314,Rome,Rome,human,1602,1660,Rome,painter|artist,Papal States,art of painting,Rome|Italy,,male,,,,,,,,,Baroque,genre painting,,,,,,,,,,,Giuseppe Cesari,,,,,,
Q133100,1642,wikidata,第一部分,"XVII,19",第一章,2,Michelangelo dei Conti,Innocent XIII,Pope Innocent XIII|Michelangelo Conti di Poli|Innocentius PP. XIII|Michelangelo Conti|Pope Innocentius XIII|Innozenz XIII. Papst|Michelangelo dei Conti|Michelangiolo dei Conti|pape Innocent XIII|‏papa Innocenzo‏ XIII,1315,Poli,Poli,human,1655,1724,Rome,Catholic priest,,,Rome|Papal States,,male,Arcadian Academy,Vatican Grotto,Catholic Church,Pontifical Gregorian University,,,,,,,,"Carlo Conti, Duca di Poli",Isabella Muti,Bernardo Maria Conti,,,,,,,,,,,,,
Q5592,1643,wikidata,第一部分,"16,24,25,27,28,29,34,37,46,61,63,70,71,85,121,138,170,174,342,362",第一章,14,Michelangelo di Lodovico Buonarroti Simoni,Michelangelo di Lodovico Buonarroti Simoni,Mic Angelo|Michael Agnolo|Michael Angel|Michael Angelo Bonalotti|Michael Angelo Bonnarotti|Michael Angelo Buona Rota|Michael Angelo Buona Roti|Michael Angelo Buonarota|Michael Angelo Buonaroti|Michael Angelo Buonarotti|Michael Angelo de Bonarotti|Michael Angelo di Buonarotti|Michael Anglelo|Michaelangelo|Micheangiolo Buonarroti|Michel Agnolo|Michel Ange Bonaroti|Michel Ange Bonarotte|Michel Ange Buonaroti|Michel Angel de Bonarrotta|Michel Angelo Bonarota|Michel Angelo Bonaroti|Michel Angelo Bonarotti|Michel Angelo Bonarroti|Michel Angelo Bouonarota|Michel Angelo Buona Rota|Michel Angelo Buonarota|Michel Angelo Buonaroti|Michel Angelo Buonarotti|Michel Angelo Buonarrota|Michel Angelo Buonarroti|Michel Angelo de Bonarota|Michel Angiello|Michel Angiello Bonarota|Michel Angiolo|Michel Aniol|Michel Langano Bonorath|Michel'Angelo|Michel'Angelo Bona Ruota|Michel'Angelo Bonarota|Michel'Angelo Bonaroti|Michel'Angelo Buonarota|Michel'angelo Buonarroti|Michel'Angelo buonaruotta|Michel'Angiolo|Michel'Angiolo Buonarroti|Michel-Ange Buanaroti|Michel-Ange Buonarota|Michel-Ange Buonaroti|Michel-Ange Buonarotti|Michel-Ange de Buonaroto|Michel-Ange de Buonarotti|Michel-Ange de Buonarroti|Michel-Angelo Bonaruoti|Michel-angelo buonarotti|Michelagniolo Buonarroti|Michelagniolo di Lodovico de Lionardo di Buonarroto Simoni|Michelagniolo di Lodovico di Lionardo di Buonarroto Simoni|Michelagnolo|Michelagnolo Buonarotti|Michelagnolo Buonarruoti|Michelagnolo di Lodovico Buonarroti Simoni|Michelange Bonaroti|Michelangelo Bonarota|Michelangelo Bonaroti|Michelangelo Bonarrota|Michelangelo Bonarroti|Michelangelo Bonorotti|Michelangelo Buonarota|Michelangelo Buonaroti|Michelangelo Buonarotta|Michelangelo Buonarotti|Michelangelo Buonarrota|Michelangelo Buonarroti|Michelangelo Buonnaroti|Michelangelo di Lodovico Buonarroti Simoni|Michelangelo di Lodovico di Lionardo di Buonarroto Simoni|Michelangelo di Ludovico Buonarroti|Michelangiolo|Michelangiolo Bonarroti|Michelangiolo Buona Rota|Michelangiolo Buonarota|Michelangiolo Buonaroti|Michelangiolo Buonarroti|Michele Angelo Bonarota|Michele Angelo Bonarroti|Michele Angelo Buonarota|Michele angelo buonorata|Micheleangelo Buonarota|Michiel Angelo|Michiel Angelo Bonaroti|Michiel Angelo Bonarotti|Miguel Angel de Buena Roda,1316,Caprese Michelangelo,Caprese Michelangelo,human,1475,1564,Rome,sculptor|architectural draftsperson|painter|architect|poet|engineer|general contractor|writer|visual artist,Republic of Florence,,Florence|Bologna|Rome|Venice,,male,Franciscans|Dominican Order,Basilica of Santa Croce,Catholicism,University of Florence,Buonarroti family,,,David|Pietà|Dying Slave|The Last Judgment|Doni Tondo|Madonna of the Stair|Battle of the Centaurs|The Genius of Victory|The Deposition|Rondanini Pietà|Sistine Chapel ceiling|Rebellious Slave|Saint Matthew|Medici Chapels|Bacchus|Brutus|St. Peter's Basilica|Slaves|Biblioteca Medicea Laurenziana,High Renaissance,Christian art|homoeroticism,,Lodovico di Leonardo Buonarroti Simoni,Francesca di Neri del Miniato Siena,,,,Michelangelo Buonarroti,Tommaso dei Cavalieri,,,Domenico Ghirlandaio|Bertoldo di Giovanni|Poliziano,Guglielmo della Porta|Giacomo Rocchetti,,,,,Lorenzo de' Medici
Q19997569,1644,wikidata,第一部分,9169211212,第一章,7,Gualandi,Michelangelo Gualandi,,1317,,,human,1795,1865,,art historian,Kingdom of Italy,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q42207,1645,wikidata,第一部分,"XII,10,11,95,101,120,125,127,134,135,159,170,205,222,396,397",第一章,61,Michelangelo Merisi da Caravaggio,Michelangelo Merisi da Caravaggio,"A. Caravaggio|Amerighi Caravaggio|Amerighi Michelangelo da Caravaggio|Averigi of Carravaggio|Carage|Caravacci|Caravaccio|Caravach|Caravacho|Caravacio|Caravage|Caravaggi|Caravaggica|Caravaggio Michelangelo|Caravaggo|Caravagi|Caravagio|Caravege|Carragio|Carraiagio|Carrauagio|Carravage|Carravaggio|Carravagi|Carravagio|Carravago|Carvache|Carvaggio|Corravagio|Garavaggi|Le Caravache|le Caravage|le Carravage|M Angelo Caravaggio|M. A. Caravaggio|M. A. Caravagio|M. A. Carravag|M. A. Carravag.|M. A. Carravaggio|M. A. Carravagio|M. A. da Caravaggio|M. A. de Caravage|M. Ange Caravagio|M. Ange de Caravage|M. Angelo|M. Angelo Caravaggio|M. Angelo Caravagio|M. Angelo Carravaggio|M. Angelo Carravagio|M. Angelo da Caravaggio|M. Angelo da Caravagio|M. Angelo da Carravaggio|M. Angelo da Carravagio|M. Angelo da Carrawaggio|M. Angelo de Caravaggio|M. Angelo di Caravaggio|M. Caravagio|M. Carravagio|M. D. Carravaggio|M. de Caravaggi|M. de Carravage|M.A. Caravage|M.A. Caravaggio|M.A. Caravagio|M.A. Carravag|M.A. Carravag.|M.A. Carravaggio|M.A. Carravagio|M.A. Carraveggio|M.A. da Caravaggio|M.A. da Carravaggio|M.A. da Carravagio|M.A. de Caravaggio|Mic. Angel Carravaggio|Mic. Angelo Carravaggio|MicchelAngelo da Caravaggio|MicelAngelo da Caravaggio|Mich. Ang. Caravaggio|Mich. Ang. Carravagio|Mich. Ang. da Caravaggio|Mich. Ang. da Caravagio|Mich. Angelo Caravaggio|Mich. Angelo Caravagio|Mich. Angelo de Carravagio|Mich. Angelo Merici da Carravagio|Michael Ange de Carravage|Michael Angel Caravacho|Michael Angelo Amerigi da Caravaggio|Michael Angelo Amerigi dit le Caravach|michael Angelo Caravacho|Michael Angelo Caravaggio|Michael Angelo Caravagio|Michael Angelo Caravasi|Michael Angelo Carraggio|Michael Angelo Carravaggio|Michael Angelo Carravagio|Michael Angelo da Caravaggio|Michael Angelo da Caravagio|Michael Angelo da Carravaggio|Michael Angelo da Carvaggio|Michael Angelo de Carravaggio|Michael Angelo de Carravagio|Michael Angelo de Carvagio|Michael Angelo Merigi genannt Carravagio|Michael Angelo Merigi, detto da Carravaggio|Michael Angelo Merigi, detto da, Milan Carravaggio|Michael Angelo of Caravagio|MichaelAngelo Carabucho|MichaelAngelo da Caravaggio|Michaël Angelo da Carravagio|Michel Agnolo da Caravaggio|Michel Amerigi Angelo da Caravaggio|Michel Ang.o Caravacci|Michel Ang.o Caravaggio|Michel Ange Caravage|Michel Ange Carravage|Michel Ange de Caravage|Michel Ange de Carravage|Michel Ange dit le Caravage|Michel Ange du Caravage|Michel Ange Merisi de Caravage|Michel Ange Merisi de Carravage|Michel AngeAmerigi de Caravage|Michel Angelo Caravaccio|Michel Angelo Caravaggio|Michel Angelo Carravaggio|Michel Angelo Carvasio|Michel Angelo da Caravaggio|Michel Angelo da Caravagio|Michel Angelo da Caravaglio|Michel Angelo da Caravancio|Michel Angelo da Caravazzi|Michel Angelo da Carvaggio|Michel Angelo de Caravachio|Michel Angelo de Caravagio|Michel Angelo de Caravasio|Michel Angelo de la Caravagio|Michel Angelo di Caravaggio|Michel Angelo di Roma|Michel Angelo Dj Caravaggi|Michel Angelo merisi gen. Caravaggio|Michel Angiello da Caravaggio|Michel Angiolo de Caravaggio|Michel Caravaggi|Michel Caravaggio|Michel de Caravage|Michel'Angelo Caravaggi|Michel'Angelo Caravaggio|Michel'Angelo da Caravaggio|Michel'Angelo dà Caravaggio|Michel-Ange Amerigi de Caravage|Michel-Ange Caravage|Michel-Ange de Caravage|Michel-Ange de Carravage|Michel-Angelo da Caravaggio|Michelag.o da Caravaggio|Michelan Garavagna|Michelang.o da Caravaggio|Michelang.o del Caravaccio|Michelange de Caravage|Michelange de Carravage|Michelange Merisi|Michelangelo Americhi Caravaggio|Michelangelo americhi Carravaggio|Michelangelo Amerighi|Michelangelo Amerighi Caravaggio|Michelangelo Amerighi da Caravaggio|Michelangelo Amerigi|Michelangelo Amerigi da Caravaggio|Michelangelo Caravaggi|Michelangelo Caravaggio|Michelangelo Caravagli|Michelangelo Caraveggio|Michelangelo Carravaggio|Michelangelo da Caravaccio|Michelangelo da Caravaggio|Michelangelo da Caravagio|Michelangelo di Caravaggio|Michelangelo Garavaggi|Michelangelo Merigi da Caravaggio|Michelangelo Merisi|Michelangelo Merisi Caravaggio|Michelangelo Merisi da Caravaccio|Michelangelo Merisi da Caravach|Michelangelo Merisi da Caravaggi|Michelangelo Merisi da Caravaggio|Michelangelo Merisi da Caravagio|Michelangelo Merisi da Caravege|Michelangelo Merisi da Carravaggio|Michelangelo Merisi da Carravagio|Michelangelo Merisi di Caravaggio|Michelangelo Merisi gen. Caravaggio|Michelangelo Merisio|Michelangelo Merisio da Caravaggio|Michelangelo Morigi da Caravaggio|Michelangelo, Americhi Carravaggio|Michelangiolo da Caravaggio|Michelangiolo di Caravaggio|Michele Angelo da Caravaggio|Michele Angelo di Caravaggio|Michele-Angelo Amerigi da Caravagio|Michele-Angelo Amerigida Carvagio|MicheleAngelo da Caravaggio|Michiel Angelo Caravagio|Michiel Angelo Caroche|Michiel Angelo de Caravagio|Michiel Angelo di Caravajo|Michielangelo da Caravaggio|Miguel-Ange de Carravage|Mikelʹandzhelo da Karavadzho|Mikelʹandzhelo Merizi|Caravaggio Michelangelo Merisi|Carabacho|Caravaggio Amerighi|Curabicho|Curablicho|Caravagio Michael Angelo Amerigi|Carravagio Michel Ange|Le Caravage Michelangiolo Amerighi|le Carravage Michel-Ange|Michel-Ange des Batailles Le Caravage|Carravaggio Michel Angelo Amerighi|Micael Angel Caraballo",1318,Milan,Milan,human,1571,1610,Porto Ercole,painter,Duchy of Milan,art of painting,Rome|Zagarolo|Naples|Valletta|Syracuse|Genoa|Messina|Milan|Palermo|Paliano,,male,,Porto Ercole,Catholicism,,,,Sovereign Military Order of Malta,Supper at Emmaus|Amor Vincit Omnia|Medusa|Basket of Fruit|The Fortune Teller|The Seven Works of Mercy|Self-Portrait as Bacchus|Bacchus|Annunciation|Judith Beheading Holofernes,Baroque,genre painting|religious painting|still life,,Fermo Merixio,Lucia Aratori,,,,,,,,Simone Peterzano,,,,,,Francesco Maria del Monte
Q19997568,1646,wikidata,第三部分,254261404,第九章,4,Michelangelo Muraro,Michelangelo Muraro,,1319,,,human,1913,1991,,art historian,Italy,art history,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1668350,1647,wikidata,第二部分,203,第八章,5,Michele Barbi,Michele Barbi,,1320,Sambuca Pistoiese,Sambuca Pistoiese,human,1867,1941,Florence,philologist|university teacher|politician|librarian,Kingdom of Italy,Italian literature|Italian philology,,,male,Lincean Academy|Accademia della Crusca|Academy of Sciences of Turin,Cimitero delle Porte Sante,,Scuola Normale Superiore. Classe di Lettere e Filosofia,,,,,,,Michele Barbi.gif,,,,,,,,,University of Messina|University of Florence,Alessandro d'Ancona,,,,,,
Q15731683,1648,wikidata,第三部分,334,第十三章,1,Michele Battaglia,Michele Battaglia,,1321,,,human,1800,1870,Milan,writer|economic journalist|journalist,Kingdom of Italy,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,
