Refined_Formal_Name,Original-QID,Second-Query_QID,LLM-Fillin_QID,Second-Query_Label,Verification_Status
The Crossing of the Red Sea,Q7728193,,,The Crossing of the Red Sea,
The Death of Ananias,Q3863236,,,The Death of Ananias,
The Death of Cleopatra,Q12899375,Q15622804,,The Death of Cleopatra,
The Death of Darius,Q50821144,,,The death of Darius,
The Death of Germanicus,Q20890835,,,The Death of Germanicus,
The Death of Lucretia,Q20529027,Q51162654,,The Death of Lucretia,
The Death of Regulus,Q77877582,,,The Death of Regulus,
The Death of St Francis Xavier,Q20809436,,,,
The Deposition,Q2500226,,,The Deposition,
The Deposition from the Cross,Q3705703,,,The Deposition from the Cross,
The Descent from the Cross,Q568847,,,The Descent from the Cross,
The Ecstasy of Saint Margaret of Cortona,,,,,
The Emperor Augustus Closing the Doors of the Temple of Janus,,,,,
The Entombment of Christ,Q1213151,Q6121364,,The Entombment of Christ,
The Exodus,Q110305139,,,The Exodus,
The Fair at Poggio a Caiano,Q116912713,,,The Fair at Poggio a Caiano,
The Fall of Phaethon,Q27701034,,,The Fall of Phaethon,
The Fall of the Giants,Q27701359,,,The Fall of the Giants,
The Family of Darius before Alexander,Q7733345,,,The Family of Darius Before Alexander,
The Fates (Moirai),Q111807348,,,The Fates,
The Feast of Herod,Q27955591,,,The Feast of Herod,
The Finding of Moses,Q26713329,,,The Finding of Moses,
The Finding of the True Cross,Q20422024,,,The finding of the True Cross,
The Flagellation of Christ,Q2264942,,,The Flagellation of Christ,
The Flight into Egypt,Q970808,,,The Flight into Egypt,
The Forge of Vulcan,Q18573204,,,The Forge of Vulcan,
The Four Continents paying homage to Karl Philip von Greiffenklau,,,,,
The Four Elements,Q130357857,,,The Four Elements,
The Four Seasons,Q1395699,,,The Four Seasons,
The Gathering of the Manna,Q79396899,,,The Gathering of the Manna,
The Glorification of the Trinity with the Adoration of the Instruments of Passion,,,,,
The Glory of Saint Aloysius Gonzaga,,,,,
The Glory of St Dominic,Q20550441,,,,
The Great Flood,Q118397664,Q124436027,,The Great Flood,
The Holy Family,Q427390,Q17347632,,The Holy Family,
The Holy Family with Saint John the Baptist,Q3212682,,,The Holy Family with Saint John the Baptist,
The Hunt of Meleager,Q27700904,,,The Hunt of Meleager,
The Infant Jupiter handed over by Cybele to the Corybantes,,,,,
The Inspiration of the Poet,Q3204226,,,The Inspiration of the Poet,
The Institution of the Rosary,Q124253391,,,,
The Judgment of Paris,Q20354950,Q19911452,,The Judgment of Paris,
The Justice of Solomon,Q15866744,,,The Justice of Solomon,
The Killing of Sisera,Q649570,,,The Killing of Sister George (film),
The Last Judgment,Q1995698,,,The Last Judgment,
The Levites,Q48688524,,,The Levites,
The Life of Cato,Q5562061,,,The Life of Carlos Gardel,
The Life of Constantine,Q13377644,,,The Life of Constantine,
The Life of Saint Ursula,Q24470923,,,,
The Madonna of Carmel and the Souls of Purgatory,Q20068250,,,The Madonna of Carmel and the Souls of the Purgatory,
The Marriage of Frederick Barbarossa,Q26706747,,,The Marriage of Frederick Barbarossa,
The Marriage of Peleus and Thetis,Q17524356,,,The Marriage of Peleus and Thetis,
The Martyrdom of Saint Andrew,Q77669176,,,The Martyrdom of Saint Andrew,
The Martyrdom of Saint Cecilia,Q65623933,,,The Martyrdom of Saint Cecilia,
The Martyrdom of Saint Erasmus,Q59542375,Q3850323,,The Martyrdom of Saint Erasmus,
The Martyrdom of Saint Peter,Q3224346,,,The Martyrdom of Saint Peter,
The Martyrdom of Saint Sebastian,Q3720171,,,The Martyrdom of Saint Sebastian,
The Massacre of the Innocents,Q1134250,,,The Massacre of the Innocents,
The Meeting of Jacob and Esau,Q17324222,,,The meeting of Jacob and Esau,
The Meeting of Leo the Great and Attila,Q2716974,,,The Meeting of Leo the Great and Attila,
The Miracle of the Holy House of Loreto,Q20185296,,,The Miracle of the Holy House of Loreto,
The Mission,Q64547309,Q302490,,The Mission,Human Verified
The Murder of Abel,Q118876979,,,The Murder of Abel,
The Music Lesson,Q2336984,,,The Music Lesson,
The Musicians,Q655705,,,The Musicians,
The Mystic Marriage of Saint Catherine,Q27967889,Q27699692,,The Mystic Marriage of Saint Catherine,
The Nativity,Q28071074,,,The Nativity,
The Origin of Coral,Q60410005,,,The Origin of Coral-Reefs,
The Painter's Family,Q23935763,,,The Painter's Family,
The Parlor,Q55635448,,,The Parlor,
The Plague at Ashdod,Q26692514,Q3900760,,The Plague at Ashdod,Human Verified
The Pool of Bethesda,Q23758352,,,The Pool of Bethesda,
The Power of Eloquence,,,,,
The Power of Love,Q3522295,,,The Power of Love,
The Presentation in the Temple,Q110803137,Q19914235,,The Presentation in the Temple,
The Presentation of Jesus in the Temple,Q27697223,,,The Presentation of Jesus in the Temple,
The Presentation of the Virgin in the Temple,Q18338564,,,The Presentation of the Virgin in the Temple,
The Rape of Europa,Q18002417,,,The Rape of Europa,
The Rape of Ganymede,Q3930497,,,The Rape of Ganymede,
The Rape of Proserpina,Q2352789,,,The Rape of Proserpina,
The Rape of the Sabine Women,Q26509395,,,The Rape of the Sabine Women,
The Rehearsal of an Opera,Q23699891,,,,
The Repentant Magdalene,Q12900942,Q64547315,,The Repentant Magdalene,Human Verified
The Rest on the Flight into Egypt,Q28796949,Q135412136,,The Rest on The Flight into Egypt,
The Resurrection,Q23929203,Q617629,,The Resurrection,Human Verified
The Revolt of Masaniello,,,,,
The Road to Calvary,Q28927376,,,The Road to Calvary,
The Rokeby Venus,Q52209260,,,The Rokeby Venus and Adonis,
The Royal Hunt of Dido and Aeneas,Q28093447,,,The Royal Hunt of Dido and Aeneas,
The Sacrament of the Last Supper,Q30521,,,The Sacrament of the Last Supper,
The Sacrifice of Iphigenia,Q20650593,,,The Sacrifice of Iphigenia,
The Sacrifice of Isaac,Q27697635,,,The Sacrifice of Isaac,
The Sacrifice of Noah,Q52289557,Q3944655,,The Sacrifice of Noah,Human Verified
The Sacrifice of Polyxena,Q19905106,,,The Sacrifice of Polyxena,
The Sala Grande of the Ridotto (Palazzo Dandolo),Q50812385,,,,
The Sea Triumph of Charles II,Q28026269,,,The Sea Triumph of Charles II,
The Seven Sacraments,Q98125310,,,The Seven Sacraments,
The Spectator,Q1790750,,,The Spectator,
The Standard Bearer,Q21467444,,,The Standard Bearer,
The Stoning of Zechariah,,,,,
The Tempest,Q930137,,,The Tempest,
The Three Angels Visiting Abraham,Q114073475,,,,
The Three Graces,Q2268524,,,The Three Graces,
The Tiburtine Sibyl Announces the Advent of Christ to Augustus,Q3212826,,,The Tiburtine Sibyl announces the advent of Christ to Augustus,
The Triumph of Galatea,Q20177361,,,The Triumph of Galatea,
The Triumph of Venice,Q121493619,,,The Triumph of Venice,
The Triumph of the Name of Jesus,Q106777211,,,The Triumph of the Name of Jesus,
The Vigilia di Santa Marta,Q19660357,,,The Vigilia di Santa Marta,
The Virgin Giving the Habit to Saint Teresa,,,,,
The Virgin Mary Appears to Saint Francis,Q115557804,,,The Virgin Mary appears to Saint Francis,
The Virgin and Child with Saints Catherine and Dominic,Q17276111,,,The Virgin and Child,
The Virgin with the Rabbit,Q5967091,,,The Virgin,
The Vision of Constantine,Q7772874,Q110034112,,The Vision of Constantine,Human Verified
The Vision of Saint Eustace,Q669872,,,The Vision of Saint Eustace,
The Visit of Henry III to the Villa Contarini,Q5968478,,,The Visit of Henry III to the Villa Contarini,
The Visitation,Q21806457,,,The Visitation,
The Wallace Collection,Q1327919,,,The Wallace Collection,
The War between the Romans and the Sabines,Q26509395,,,,
The Wedding Feast at Cana,Q61742569,,,The Wedding Feast at Cana,
The Wedding Feast at Cana (after Veronese),Q61742569,,,The Wedding Feast at Cana,
The Woman Taken in Adultery,Q570163,,,The Woman Taken in Adultery,
The Worship of Venus,Q3743879,,,The Worship of Venus,
Theatinerkirche,Q2416322,,,Theatinerkirche,
Theatines,Q1414924,,,Theatines,
Third Colonnade for St. Peter's Square,---,,,“Third Colonnade for St. Peter's Square”（圣伯多禄广场第三柱廊）是 詹洛伦佐·贝尼尼（Gian Lorenzo Bernini） 原始设计方案中的一个未完成（从未建造）的设计构想。,
Thomas Baines,Q113518,,,Thomas Baines,
Thomas Baker,Q7787321,Q7787321,,Thomas Baker,Human Verified
Thomas Buser,Q2422807,,,Thomas Buser,
"Thomas Coke, 1st Earl of Leicester",Q5944748,,,"Thomas Coke, 1st Earl of Leicester",
"Thomas Foley, 1st Baron Foley",Q7789693,Q7789691,,"Thomas Foley, 1st Baron Foley",
Thomas G. Bergin,Q1725378,,,Thomas G. Bergin,
"Thomas Howard, 14th Earl of Arundel",Q166517,,,"Thomas Howard, 21st Earl of Arundel",
"Thomas Howard, 21st Earl of Arundel",Q166517,,,"Thomas Howard, 21st Earl of Arundel",
Thomas J. McCormick,Q75913621,,,Thomas J. McCormick,
Thomas Killigrew,Q490824,,,Thomas Killigrew,
Thomas Martyn,Q2888459,,,Thomas Martyn,
"Thomas Pelham-Holles, 1st Duke of Newcastle",Q273809,,,"Thomas Pelham-Holles, 1st Duke of Newcastle-upon-Tyne",
Thomas Rowlandson,Q318584,,,Thomas Rowlandson,
Thomas Sydenham,Q559213,Q75269441,,Thomas Sydenham,Human Verified
"Thomas Wharton, 1st Marquess of Wharton",Q3018066,,,"Thomas Wharton, 1st Marquess of Wharton",
Three Dominican Saints,Q131628772,,,,
The Three Eldest Children of Charles I,Q28026253,,,,
Thyrsus González de Santalla,Q646701,,,Thyrsus González de Santalla,
Tiber,Q13712,,,Tiber,
Tiberio Cenci,Q3528073,,,Tiberio Cenci,
Tiberio Roberti,,,,,
Tiepolo's Etchings,,,,,
Tintoretto,Q99912037,,,Tintoretto,
Tirso González de Santalla,Q646701,,,Thyrsus González de Santalla,
Titles granted to artists,,,,,
Titus,Q21473990,,,Titus,
Tiziano Vecellio,Q52810421,,,Tiziano Vecellio,
Tolfa,Q243488,Q37020169,,Tolfa,Human Verified
Tomaso Spinola,Q16616140,,,Tomaso Spinola,
Tomb of Antenor,Q3992610,,,Tomb of Anthenor,
Tomb of Pope Paul III,Q126842324,,,Tomb of Paul III,
Tomb of Pope Urban VIII,Q3955657,,,Tomb of Pope Urban VIII,
Tommaso Campanella,Q191850,,,Tommaso Campanella,
Tommaso Chiari,Q52149250,,,Tommaso Chiari,
Tommaso Gar,Q15720592,,,Tommaso Gar,
Tommaso Giuseppe Farsetti,Q53564852,,,Tommaso Giuseppe Farsetti,
Tommaso Mattei,Q7819076,Q104902519,,Tommaso Mattei,Human Verified
Tommaso Ruffo,Q2661419,Q108446805,,Tommaso Ruffo,Human Verified
Tommaso Temanza,Q1411187,,,Tommaso Temanza,
Tommaso de' Santi,Q28945958,,,Tommaso de Sarria,
Torquato Tasso,Q168962,,,Torquato Tasso,
Torre dell'Orologio,Q55188693,,,Torre dell'Orologio,
Toussaint Dubreuil,Q386127,,,Toussaint Dubreuil,
Trastevere,Q914255,,,Trastevere,
Tre Animali,Q131422,,,The Animals,
Treaty of Aix-la-Chapelle,Q327270,,,treaty of Aix-la-Chapelle,
Treaty of Passarowitz,Q211395,,,treaty of Passarowitz,
Treaty of Pisa,Q52843,,,Treaty of Lisbon,
Treaty of Rastatt,Q163236,,,Treaty of Rastatt,
Treaty of Utrecht,Q559400,,,Treaty of Utrecht,
Trevi Fountain,Q185382,,,Trevi Fountain,
Triumph of the Arts,Q96003056,,,Triumph of the Arts,
Triumph of the Faith,Q111364344,,,Triumph of the Faith,
Triumph of the Name of Jesus,Q54647365,,,Triumph of the Name of Jesus,
Troy,Q22647,Q79862,,Troy,Human Verified
Truth (Allegory),Q7949,,,Truth,
Turin,Q495,,,Turin,
Turnus,Q633549,Q1325522,,Turnus,Human Verified
Twelve Apostles,Q4155679,,,Twelve Apostles,
Twelve Watercolors of Venetian Women,,,,,
Two Baskets of Fruit and Flowers,,,,,
UK Antarctic Place-Names Committee,Q826644,,,UK Antarctic Place-Names Committee,
Uberto Limentani,Q4002488,,,Uberto Limentani,
Udine,Q2790,,,Udine,
Udine Cathedral,Q1145812,,,Udine Cathedral,
Ufficio dell'Assessore Comunale alle Belle Arti,Q109927986,,,,
Uffizi / Pitti (Gallerie Fiorentine),,,,,
Uffizi Gallery,Q51252,,,Uffizi Gallery,
Ugo Da Como,Q4002776,,,Ugo Da Como,
Ugo da Carpi,Q1967967,,,Ugo da Carpi,
Ulderico Carpegna,Q980628,,,Ulderico Carpegna,
Ulisse Aldrovandi,Q104187873,,,Ulisse Aldrovandi,
Ulisse Giuseppe Gozzadini,Q1173048,,,Ulisse Giuseppe Gozzadini,
Ulisse Gozzadini,Q1173048,,,Ulisse Giuseppe Gozzadini,
Ulisse Prota-Giurleo,Q55990736,,,Ulisse Prota-Giurleo,
Ulrika Eleonora of Sweden,Q52933,,,Ulrika Eleonora I of Sweden,
Umbria,Q1280,,,Umbria,
Un trionfo d'armi,,,,,
University of Bologna,Q131262,,,University of Bologna,
University of Cambridge,Q35794,,,University of Cambridge,
University of Padua,Q193510,,,University of Padua,
Urban VIII,Q131579,,,Urban VIII,
Urbano Barberini (Prince of Palestrina),Q2500306,,,Urbano Barberini,
Urbino,Q2759,,,Urbino,
Urbino Cathedral,Q2754576,,,Urbino Cathedral,
Vaduz,Q1844,,,Vaduz,
Valencia,Q8818,,,Valencia,
Valentin (Art Dealer),Q852779,,,Valentin,
Valentin de Boulogne,Q1337275,,,Valentin de Boulogne,
Valerio Antonio Zarzabini,,,,,
Valerio Castello,Q1134972,,,Valerio Castello,
Valerio Vanetti,,,,,
Valmarana family,Q612809,,,Valmarana family,
Valmontone,Q243514,,,Valmontone,
Valtellina,Q685105,,,Valtellina,
Vanitas,Q733095,,,vanitas,
Vari Capricci,Q123664047,,,Death giving audience,
Vatican Apostolic Archives,Q536580,,,Vatican Apostolic Archives,
Vatican Library,Q213678,,,Vatican Library,
Vatican Museums,Q182955,,,Vatican Museums,
Venetian Holy Inquisition,Q104870272,,,Venetian Holy Inquisition,
Venetian artists in 18th-century Paris,,,,,
Venetian artists in Madrid,,,,,
Venetian artists in St Petersburg,,,,,
Venetian painting in Moscow,,,,,
Venice,Q641,,,Venice,
Ventura Carrara,,,,,
Ventura Furlani,,,,,
Ventura Rossi,,,,,
Ventura and Lorenzo Rossi,Q108445761,,,Ventura,
Venus,Q47652,,,Venus,
Venus Italica,Q4009586,Q4009586,,Venus Italica,Human Verified
Venus Leaving the Bath,,,,,
Venus Mourning the Death of Adonis,Q106875204,,,Venus Mourning the Death of Adonis,
Venus Playing with Cupid,Q19960337,,,Venus playing with two doves,
Venus and Adonis,Q603703,,,Venus and Adonis,
Venus and Cupid,Q134930860,,,Venus and Cupid,
Venus and Cupid with a Satyr,Q1133114,,,Venus and Cupid with a Satyr,
"Venus, Adonis and Cupid",Q50973367,Q4245125,,"Venus, Adonis and Cupid",Human Verified
Verona,Q2028,,,Verona,
Vestal Virgin Tuccia,Q69771968,,,Vestal Virgin Tuccia (Corradini sculpture),
Via Balbi,Q3556480,,,via Balbi,
Via Chiara,Q125566374,,,Via Chiaramonte,
Via Garibaldi (Genoa),Q4010622,,,Via Garibaldi,
Via Margutta,Q1060690,,,Via Margutta,
Via de' Giubbonari,,,,,
Via del Corso,Q958299,,,via del Corso,
Via della Lungara,Q4010838,,,Via della Lungara,
Vicenza,Q6537,,,Vicenza,
Victor Amadeus II of Sardinia,Q209579,,,Victor Amadeus II of Savoy,
Victor-Marie d'Estrées,Q1346624,,,Victor-Marie d'Estrées,
Victoria and Albert Museum,Q213322,,,Victoria and Albert Museum,
Vienna,Q1741,,,Vienna,
View of Delphi with a Procession,Q20274952,,,View of Delphi with a Procession,
View of Venice: The Doge's Palace,Q50813691,,,,
View of the Grand Canal,Q18683500,,,View of the Grand Canal,
Vigilance,Q27967828,,,Vigilance,
Vigilia di San Pietro,,,,,
Villa Aldobrandini,Q748743,,,Villa Aldobrandini,
"Villa Almerico Capra ""La Rotonda""",Q505574,,,Villa Almerico Capra (La Rotonda),
Villa Altichiero,,,,,
Villa Borghese,Q3558478,,,Villa Borghese,
Villa Contarini,Q1250631,,,Villa Contarini,
Villa Cordellina,Q1298763,,,Villa Cordellina Lombardi,
Villa Farnesina,Q1126723,,,Villa Farnesina,
Villa Il Gioiello (Arcetri),Q4012102,,,Villa Il Gioiello,
Villa Manin (Passariano),Q1433584,,,Villa Manin,
Villa Medici,Q206365,Q1585931,,Villa Medici,Human Verified
Villa Oliva,Q1750358,,,Villa Oliva,
Villa Pisani,Q514069,Q2060988,,Villa Pisani,Human Verified
Villa Valmarana ai Nani,Q2525859,,,Villa Valmarana ai Nani,
Villa Widmann,Q113996242,,,Villa Widmann,
Villa di Castello,Q2094778,,,Villa Castello,
Villa di Pratolino,Q1376633,,,Villa di Pratolino,
Village Scene,Q27897774,,,Village Scene,
Vincenzo Armanni,Q87700122,,,Vincenzo Armanni,
Vincenzo Costaguti,Q1747578,,,Vincenzo Costaguti,
Vincenzo Damini,Q7932225,,,Vincenzo Damini,
Vincenzo Giustiniani,Q4013311,,,Vincenzo Giustiniani,
Vincenzo Golzio,Q59530628,,,Vincenzo Golzio,
Vincenzo Grimani,Q1247746,,,Vincenzo Grimani,
Vincenzo Lazari,Q4013340,,,Vincenzo Lazari,
Vincenzo Neri,Q21208815,,,Vincenzo Neri,
Vincenzo Radicchio,,,,,
Vincenzo Ranuzzi,Q3559951,,,Vincenzo Ranuzzi,
Vincenzo Ruffo,Q1494084,Q109876830,,Vincenzo Ruffo,Human Verified
Vincenzo Viviani,Q318037,Q51880264,,Vincenzo Viviani,Human Verified
Vincenzo da Canal,,,,,
Violante Beatrice of Bavaria,Q68736,,,Violante Beatrice of Bavaria,
Virgil,Q1398,,,Virgil,
Virgilio Spada,Q52154035,,,Virgilio Spada,
Virgin Protecting the City of Spoleto,,,,,
Virgin by Bassanino,Q50133002,,,Virgin,
Virginia Museum of Fine Arts,Q4013975,,,Virginia Museum of Fine Arts,
Virginio Orsini,Q2297070,,,Virginio Orsini,
Vitaly Bloch,Q47487054,,,Vitaly Bloch,
Viterbo / Moroni,,,,,
Vitruvius,Q47163,,,Vitruvius,
Vittore Carpaccio,Q5581,,,Vittore Carpaccio,
Vittoria della Rovere,Q60139,,,Vittoria della Rovere,
Vittorio Bigari,Q514645,,,Vittorio Bigari,
Vittorio Casale,Q107652205,,,Vittorio Casale,
Vittorio Malamani,Q20441118,,,Vittorio Malamani,
Vittorio Moschini,Q21543804,,,Vittorio Moschini,
Vittorio Viale,Q4015577,,,Vittorio Viale,
Vivant Denon,Q468618,,,Vivant Denon,
Viviano Codazzi,Q2553051,,,Viviano Codazzi,
Voltaire,Q9068,Q9068,,Voltaire,Human Verified
W. Graham Robertson?,Q15980303,,,W. Graham Robertson,
Wallraf-Richartz Museum,Q700959,,,Wallraf–Richartz Museum,
Walter Friedlaender,Q70476,,,Walter Friedl?nder,
Walter Percy Chrysler,Q318044,,,Walter Percy Chrysler Sr.,
Walter Vitzthum,Q29578730,,,Walter Vitzthum,
War Scenes,Q100270456,,,War scenes,
War of the Spanish Succession,Q150701,,,War of the Spanish Succession,
Warburg Institute,Q683095,,,Warburg Institute,
Wars of Castro,Q7970865,,,Wars of Castro,
Wart Arslan,Q4018329,,,Wart Arslan,
Waterloo,Q179034,Q32503,,Waterloo,Human Verified
Wenzel von Liechtenstein,Q2564880,,,Prince Wenzel of Liechtenstein,
Westminster School,Q1341516,,,Westminster School,
Westphalia,Q8614,Q1010509,,Westphalia,Human Verified
Whitehall,Q214820,,,Whitehall,
Widmann family,Q55646606,,,Widmann family,
Wilhelm Martin,Q18222898,Q107493957,,Wilhelm Martini,Human Verified
Wilhelm Nisser,Q16650007,,,Wilhelm Nisser,
Wilhelm Richter,Q1700818,Q106548550,,Wilhelm Richter,Human Verified
William Beckford,Q361026,,,William Beckford,
William Bentinck,Q336463,Q16209023,,William Bentinck,Human Verified
"William Cadogan, 1st Earl Cadogan",Q3278281,,,"William Cadogan, 1st Earl Cadogan",
"William Capell, 3rd Earl of Essex",Q7609264,,,"William Capell, 3rd Earl of Essex",
William Cavendish,Q944531,Q944531,,William Cavendish,Human Verified
"William Cavendish, 1st Duke of Newcastle",Q1101373,,,"William Cavendish, 1st Duke of Newcastle",
William Chandler Kirwin,,,,,
William Cowper,Q315537,,,William Cowper,
"William Cowper, 1st Earl Cowper / The Cowper Madonna?",,,,,
William George Constable,Q8009777,,,William George Constable,
William Henry,Q182915,Q182915,,William Henry,Human Verified
"William Henry, Duke of Gloucester and Edinburgh",Q680982,,,"Prince William Henry, Duke of Gloucester and Edinburgh",
William Herbert,Q954928,Q954928,,William Herbert,Human Verified
William Hogarth,Q171344,,,William Hogarth,
William III of England,Q129987,,,William III of England,
William L. Barcham,Q61472468,,,William L. Barcham,
"William Legge, 1st Earl of Dartmouth",Q9374853,,,"William Legge, 1st Earl of Dartmouth",
William Morice,Q8015817,Q18880360,,William Morice,Human Verified
William Petty,Q3568879,Q76035631,,William Petty,Human Verified
William Pitt the Elder,Q208663,,,"William Pitt, 1st Earl of Chatham",
William Pitt the Younger,Q128902,,,William Pitt the Younger,
"William Pitt, 1st Earl of Chatham",Q208663,,,"William Pitt, 1st Earl of Chatham",
William Shakespeare,Q692,,,William Shakespeare,
William Young Ottley,Q8020693,Q75862110,,William Young Ottley,Human Verified
Windsor Castle,Q42646,,,Windsor Castle,
Winter Palace,Q182147,,,Winter Palace,
Wirich Philipp von Daun,Q385148,,,Count Wirich Philipp von Daun,
Wirich Philipp von Daun / Leopold Joseph von Daun,,,,,
Wolfram Prinz,Q110041316,,,Wolfram Prinz,
Woman Playing a Musical Instrument,,,,,
Women Washing their Laundry at a Fountain,,,,,
Worcestershire,Q23135,Q67575442,,Worcestershire,Human Verified
Würzburg Residence,Q156316,,,Würzburg Residence,
Würzburg Residence Frescoes,,,,,
Xenophon,Q129772,Q105064650,,Xenophon,Human Verified
Xenophon's Sacrifice to Diana,Q52302544,,,Xenophon's Sacrifice to Diana,
Yorkshire,Q163,,,Yorkshire,
Youth Rescued from the Pleasures of Venus,,,,,
Zaccaria Sagredo,Q97446740,,,Zaccaria Sagredo,
Zadar,Q3370,,,Zadar,
Zambelli family,Q10279983,,,Zambelli Family,
Zechariah,Q604259,Q41796457,,Zechariah,Human Verified
Zenobio family,Q124030278,,,,
Zephyr and Flora,Q38514662,,,Zephyr and Flora,
Zephyrus,Q15765193,,,Zephyrus,
Zwinger,Q155107,Q244827,,Zwinger,Human Verified
de Young Museum,Q1470276,,,M. H. de Young Memorial Museum,
Église Sainte-Anne-la-Royale,Q27980745,,,Église Sainte-Anne-la-Royale,
Émile Baudson,Q550192,,,Émile Baudot,
Émile Molinier,Q3588664,,,Émile Molinier,
