Refined_Formal_Name,Original_Entry,Refined_Category,Status/Notes
"Thomas Coke, 1st Earl of Leicester","Coke, Mr | Thomas Coke, 1st Earl of Leicester",Person,"[Context] ""Mr Coke"" 常指 Thomas Coke (Holkham Hall 建造者/收藏家)。 | 霍尔克姆大厅的主人。"
"Thomas Foley, 1st Baron Foley","Thomas Foley, 1st Baron Foley",Person,
Thomas G. Bergin,Thomas Goddard Bergin,Person,但丁/维柯学者。
"Thomas Howard, 14th Earl of Arundel","Thomas Howard, 14th Earl of Arundel",Person,著名的阿伦德尔伯爵，大收藏家。
"Thomas Howard, 21st Earl of Arundel","Arundel, Lord",Person,[Disambiguation] 阿伦德尔伯爵 (著名收藏家)。
Thomas J. McCormick,Thomas Joseph McCormick,Person,建筑史学家（Clérisseau 专家）。
Thomas Killigrew,Thomas Killigrew,Person,剧作家/朝臣。
Thomas Martyn,Thomas Martyn,Person,植物学家/艺术导览作家。
"Thomas Pelham-Holles, 1st Duke of Newcastle","Newcastle, Thomas Pelham-Holles, Duke of | Thomas Pelham-Holles, 1st Duke of Newcastle-upon-Tyne",Person,[Category Fix] 原文误标为 Man-Made Object。
Thomas Rowlandson,Thomas Rowlandson,Person,英国讽刺漫画家。
Thomas Sydenham,Thomas Sydenham,Person,"医生（""英国希波克拉底""）。"
"Thomas Wharton, 1st Marquess of Wharton","Thomas Wharton, 1st Marquess of Wharton",Person,英国辉格党政治家。
"Three Dominican Saints: Vincent, Hyacinth and Lawrence","Three Dominican Saints: Vincent, Hyacinth and Lawrence",Work,[Category Fix] 提埃坡罗在Gesuati的画作 (The Virgin Appearing to St. Dominic...) 的相关部分或独立画作。
Three Portraits of Dogs,Three Portraits of Dogs,Work,[Category Fix] Guercino 或其他画家的作品。
Thyrsus González de Santalla,Thyrsus Gonz芍lez de Santalla,Person,"[OCR Fix] ""Gonz芍lez"" -> ""González""。耶稣会总会长。"
Tiber,Tiber,Place,台伯河。
Tiberio Cenci,Tiberio Cenci,Person,罗马红衣主教/贵族。
Tiberio Roberti,Tiberio Roberti,Person,18-19世纪巴萨诺贵族，卡诺瓦的朋友。
Tiepolo's Etchings,Tiepolo's Etchings,Work,[Category Fix] 提埃坡罗版画集 (Capricci/Scherzi)。
Tintoretto,Jacopo Tintoretto,Person,[Validation] 丁托列托。
Tirso González de Santalla,"Gonzalez, Tirso",Person,[Reconstruction] 耶稣会总会长。
Titles granted to artists,Titles granted to artists,Concept,[Category Fix] 社会史概念。
Titus,Titus,Person,[Category Fix] 原文误标为 Man-Made Object。罗马皇帝提图斯。
Tiziano Vecellio,Titian,Person,提香。
Tolfa,Tolfa,Place,拉齐奥大区城镇。
Tomaso Spinola,Tomaso Spinola,Person,热那亚贵族。
Tomb of Antenor,Statue of Antenor,Work,[Category Fix] 帕多瓦的 Antenor 墓/像。
Tomb of Pope Paul III,Tomb of Paul III,Work,[Category Fix] 圣彼得大教堂中Guglielmo della Porta的作品。
Tomb of Pope Urban VIII,Tomb of Pope Urban VIII,Work,[Category Fix] 圣彼得大教堂中贝尼尼的作品。
Tommaso Campanella,Tommaso Campanella,Person,哲学家/神学家。
Tommaso Chiari,Tommaso Chiari,Person,罗马画家 (Giuseppe Chiari的亲戚)。
Tommaso Gar,Tommaso Gar,Person,19世纪威尼斯档案学家/历史学家。
Tommaso Giuseppe Farsetti,Tommaso Giuseppe Farsetti,Person,威尼斯艺术赞助人。
Tommaso Mattei,Tommaso Mattei,Person,罗马建筑师 (Bernini圈子)。
Tommaso Ruffo,Tommaso Ruffo,Person,红衣主教/艺术赞助人。
Tommaso Temanza,Tommaso Temanza,Person,威尼斯建筑师/作家。
Tommaso de' Santi,"Santi, Tommaso de'",Person,
Torquato Tasso,Torquato Tasso,Person,诗人塔索。
Torre dell'Orologio,Torre dell'Orologio,Place,威尼斯圣马可广场钟楼。
Toussaint Dubreuil,"Breuil, Toussaint du | Toussaint Dubreuil",Person,[Reconstruction] 法国枫丹白露画派画家。 | 法国枫丹白露画派画家。
Trastevere,Trastevere,Place,罗马特拉斯提弗列区。
Tre Animali,Tre Animali,Work,[Category Fix] 可能是Castiglione的版画。
Treaty of Aix-la-Chapelle,"Aix-la-Chapelle, Peace of",Event,[Disambiguation] 亚琛和约。
Treaty of Passarowitz,"Passarowitz, Peace of",Event,帕萨罗维茨条约。
Treaty of Pisa,"Pisa, Treaty of",Event,1664年条约。
Treaty of Rastatt,"Rastatt, Treaty of",Event,1714年条约。
Treaty of Utrecht,"Utrecht, Treaty of",Event,[Category Fix] 1713年条约。
Trevi Fountain,Trevi Fountain,Work,[Category Fix] 罗马特莱维喷泉 (亦可归Place)。
Triumph of the Arts,Triumph of the Arts,Work,[Category Fix] 常见巴洛克寓意画主题。
Triumph of the Faith,Triumph of the Faith,Work,[Category Fix]
Triumph of the Name of Jesus,Main Dome Frescoes of the Church of the Gesù,Work,[Validation] Baciccio 壁画。
Troy,Troy,Place,特洛伊城。
Truth (Allegory),Truth,Work,[Category Fix] 原文误标为 Man-Made Object。真理寓意画 (如Bernini)。
Turin,Turin,Place,都灵。
Turnus,Turnus,Person,埃涅阿斯纪人物。
Twelve Apostles,Twelve Apostles,Group,[Category Fix] 十二使徒 (或以此为题的艺术作品系列)。
Twelve Watercolors of Venetian Women,Twelve Watercolors of Venetian Women,Work,[Category Fix] Grevembroch 或其他人的风俗画册。
Two Baskets of Fruit and Flowers,Two Baskets of Fruit and Flowers,Work,[Category Fix] 静物画。
UK Antarctic Place-Names Committee,UK Antarctic PlaceNames Committee,Organization,[Category Fix] 机构名。
Uberto Limentani,Uberto Limentani,Person,意大利文学学者。
Udine,Udine,Place,乌迪内。
Udine Cathedral,Udine Cathedral,Place,乌迪内大教堂。
Ufficio dell'Assessore Comunale alle Belle Arti,Ufficio dell' Assessore Comunale...,Organization,[Category Fix] 市政艺术办公室。
Uffizi / Pitti (Gallerie Fiorentine),Gallerie di Firenze,Place,[Validation] 佛罗伦萨美术馆统称。
Uffizi Gallery,Uffizi Gallery,Organization,[Category Fix] 乌菲齐美术馆。
Ugo Da Como,Ugo Da Como,Person,政治家/收藏家。
Ugo da Carpi,Ugo da Carpi,Person,重要的木刻版画家。
Ulderico Carpegna,Ulderico Carpegna,Person,红衣主教。
Ulisse Aldrovandi,Ulisse Aldrovandi,Person,博洛尼亚博物学家。
Ulisse Giuseppe Gozzadini,Ulisse Giuseppe Gozzadini,Person,红衣主教。
Ulisse Gozzadini,"Gozzadini, Cardinal",Person,[Disambiguation] 枢机主教。
Ulisse Prota-Giurleo,Ulisse Prota-Giurleo,Person,音乐史学家。
Ulrika Eleonora of Sweden,Ulrika Eleonora I of Sweden,Person,瑞典女王。
Umbria,Umbria,Place,翁布里亚大区。
Un trionfo d'armi,Un trionfo d'armi,Work,[Category Fix] 可能是 Flaminio Torri 的画作。
University of Bologna,University of Bologna,Organization,[Category Fix] 博洛尼亚大学。
University of Cambridge,University of Cambridge,Organization,[Category Fix] 剑桥大学。
University of Padua,University of Padua,Organization,[Category Fix] 帕多瓦大学。
Urban VIII,"Barberini, Maffeo (Pope Urban VIII) | Urban VIII",Person,[Disambiguation] 教皇乌尔班八世。 | 教皇乌尔班八世。
Urbano Barberini (Prince of Palestrina),Don Urbano Barberini-Colonna di Sciarradi Carbognano,Person,[Reconstruction] 名字过长且粘连，应简化为主要头衔。
Urbino,Urbino,Place,乌尔比诺。
Urbino Cathedral,Urbino Cathedral,Place,乌尔比诺大教堂。
Vaduz,Vaduz,Place,列支敦士登首都 (Liechtenstein Collection所在地)。
Valencia,Valencia,Place,瓦伦西亚。
Valentin (Art Dealer),"Valentin, art dealer",Person,"[Disambiguation] 可能是指 17世纪的画商 (如 Valentin de Boulogne 误读) 或 19/20世纪画商 (Curt Valentin?)，需语境。此处可能是指 ""Valentin"" 这一名字作为画商的简称。"
Valentin de Boulogne,Valentin de Boulogne,Person,法国卡拉瓦乔派画家。
Valerio Antonio Zarzabini,Maestro Valerio Antonio Zarzabini,Person,[Validation] 人物。
Valerio Castello,Valerio Castello,Person,热那亚巴洛克画家。
Valerio Vanetti,"Vanetti, Valerio",Person,
Valmarana family,Valmarana family,Group,维琴察/威尼斯贵族。
Valmontone,Valmontone,Place,拉齐奥大区城镇 (Pamphilj宫殿所在地)。
Valtellina,Valtellina,Place,瓦尔泰利纳山谷。
Vanitas,Vanita,Concept,"[OCR Fix/Category Fix] ""Vanita"" -> ""Vanitas""。虚空派艺术。"
Vari Capricci,Varj Capriccj,Work,[OCR Fix] 提埃坡罗的版画集。
Vatican Apostolic Archives,Vatican Apostolic Archives,Organization,[Category Fix] 原文误标为 Place。
Vatican Library,Vatican Library,Organization,[Category Fix] 原文误标为 Place。
Vatican Museums,Vatican Museums,Organization,[Category Fix] 原文误标为 Place。
Venetian Holy Inquisition,Venetian Holy Inquisition,Organization,[Category Fix] 宗教裁判所。
Venetian artists in 18th-century Paris,"Paris, Venetian 18th-century artists in",Group,[Category Fix] 群体/概念。
Venetian artists in Madrid,"Madrid, Venetian artists in",Group,[Category Fix] 原文误标为 Person (群体概念)。
Venetian artists in St Petersburg,"St Petersburg, Venetian artists in",Group,[Category Fix] 艺术群体。
Venetian painting in Moscow,"Moscow, Venetian painting in",Concept,[Category Fix] 指“莫斯科的威尼斯绘画收藏”这一概念/主题。
Venice,Venice,Place,威尼斯。
Ventura Carrara,Ventura Carrara,Person,
Ventura Furlani,Ventura Furlani,Person,
Ventura Rossi,Ventura Rossi,Person,建筑师/画家。
Ventura and Lorenzo Rossi,"Rossi, Ventura and Lorenzo",Person,可能是画家/工匠。
Venus,Venus,Person,[Myth] 维纳斯。
Venus Italica,Venus Italica,Work,[Category Fix] 卡诺瓦的雕塑。
Venus Leaving the Bath,Venus Leaving the Bath,Work,[Category Fix] 布歇、提香等。
Venus Mourning the Death of Adonis,Venus Mourning over the Death of Adonis,Work,[Category Fix] 常见神话画作。
Venus Playing with Cupid,Venus playing with Cupid,Work,[Category Fix]
Venus and Adonis,Venus and Adonis,Work,[Category Fix] 提香、委罗内塞、鲁本斯等。
Venus and Cupid,Venus and Amor,Work,[Category Fix]
Venus and Cupid with a Satyr,Venus and Cupid with a Satyr,Work,[Category Fix] Correggio (Venus and Cupid with a Satyr/Antiope) 或其他。
"Venus, Adonis and Cupid","Venus, Adonis and Cupid",Work,[Category Fix] Annibale Carracci 等。
Verona,Verona,Place,维罗纳。
Vestal Virgin Tuccia,Vestal Virgin Tuccia (Corradini sculpture),Work,[Category Fix] 科拉迪尼的雕塑。
Via Balbi,via Balbi,Place,热那亚街道（宫殿群所在地）。
Via Chiara,Via Chiara,Place,威尼斯或罗马街道。
Via Garibaldi (Genoa),via Giuseppe Garibaldi,Place,热那亚“新街”（Strada Nuova）。
Via Margutta,Via Margutta,Place,罗马著名的艺术街。
Via de' Giubbonari,Via de' Giubbonari,Place,罗马街道。
Via del Corso,Corso,Place,[Validation] 罗马街道。
Via della Lungara,Via della Lungara,Place,罗马街道。
Vicenza,Vicenza,Place,维琴察。
Victor Amadeus II of Sardinia,"Savoy, Vittorio Amedeo II, Duke of | Victor Amadeus II of Savoy",Person,萨伏伊公爵/撒丁国王。 | 萨伏伊公爵，撒丁国王。
Victor-Marie d'Estrées,Victor-Marie d'Estr谷es,Person,"[OCR Fix] ""Estr谷es"" -> ""Estrées""。法国元帅。"
Victoria and Albert Museum,Victoria and Albert Museum,Organization,[Category Fix] V&A博物馆。
Vienna,Vienna,Place,维也纳。
View of Delphi with a Procession,View of Delphi with a Procession,Work,[Category Fix] Claude Lorrain 的画作。
View of Venice: The Doge's Palace,"View of Venice, Doge's Palace",Work,[Category Fix] Canaletto 或 Guardi 的画作。
View of the Grand Canal,View of the Grand Canal,Work,[Category Fix] Canaletto 画作泛指。
Vigilance,Vigilance,Work,[Category Fix] 寓意画。
Vigilia di San Pietro,Vigilie di S. Pietro,Event,[OCR/Category Fix] 圣彼得节前夜（威尼斯节日），常为画作主题。
Villa Aldobrandini,Villa Aldobrandini,Place,弗拉斯卡蒂的别墅。
"Villa Almerico Capra ""La Rotonda""",Rotonda,Place,帕拉迪奥圆厅别墅。
Villa Altichiero,Alticchiero (Querini villa),Place,[Validation] 威尼斯Querini家族别墅。
Villa Borghese,Villa Borghese,Place,罗马博尔盖塞别墅。
Villa Contarini,Contarini villa | Villa Contarini,Place,[Category Fix] 原文误标为 Work。 | 威尼托别墅（Piazzola sul Brenta）。
Villa Cordellina,Villa Cordellina,Place,维琴察别墅（提埃坡罗壁画）。
Villa Farnesina,Farnesina,Place,[Validation] 罗马别墅 (拉斐尔壁画)。
Villa Il Gioiello (Arcetri),Villa d'Arcetri,Place,伽利略故居。
Villa Manin (Passariano),Manin country house,Place,[Validation] 别墅。
Villa Medici,Villa Medici,Place,罗马美第奇别墅（法兰西学院）。
Villa Oliva,Villa Oliva Buonvisi,Place,卢卡别墅。
Villa Pisani,Villa Pisani,Place,斯特拉的皮萨尼别墅（Stra）。
Villa Valmarana ai Nani,Villa Valmarana | Villa Valmarana ai Nani,Place,[Duplicate] 同上。 | 维琴察别墅（提埃坡罗壁画）。
Villa Widmann,Widmann country house,Place,威尼托别墅（Bagnoli di Sopra 或 Mira）。
Villa di Castello,Villa Castello,Place,佛罗伦萨美第奇别墅。
Villa di Pratolino,Pratolino | Villa di Pratolino,Place,美第奇别墅。 | 美第奇别墅（Demidoff）。
Village Scene,Village Scene,Work,[Category Fix] 风俗画。
Vincenzo Armanni,Vincenzo Armanni,Person,17世纪诗人/作家。
Vincenzo Costaguti,Vincenzo Costaguti,Person,红衣主教。
Vincenzo Damini,Vincenzo Damini,Person,威尼斯画家，活跃于英国。
Vincenzo Giustiniani,"Giustiniani, Marchese Vincenzo | Vincenzo Giustiniani",Person,[Category Fix] 原文误标为 Man-Made Object。著名收藏家/侯爵。 | 著名的银行家与艺术收藏家（Caravaggio赞助人）。
Vincenzo Golzio,Vincenzo Golzio,Person,现代艺术史学家（拉斐尔/罗马研究）。
Vincenzo Grimani,Vincenzo Grimani,Person,红衣主教/歌剧剧本作家。
Vincenzo Lazari,Vincenzo Lazari,Person,19世纪威尼斯博物馆馆长（Museo Correr）。
Vincenzo Neri,Vincenzo Neri,Person,
Vincenzo Radicchio,Vincenzo Radicchio,Person,
Vincenzo Ranuzzi,"Ranuzzi, Vincenzo",Person,博洛尼亚贵族/收藏家。
Vincenzo Ruffo,Vincenzo Ruffo,Person,作曲家（或同名建筑师）。
Vincenzo Viviani,Vincenzo Viviani,Person,数学家/科学家（伽利略的学生）。
Vincenzo da Canal,Vincenzo da Canal,Person,威尼斯贵族/艺术史学家（《Vita di Gregorio Lazzarini》作者）。
Violante Beatrice of Bavaria,Violante Beatrix,Person,托斯卡纳大公储妃。
Virgil,Publius Vergilius Maro | Virgil,Person,维吉尔。 | 诗人维吉尔。
Virgilio Spada,Virgilio Spada,Person,司铎祈祷会士，Borromini 的支持者。
Virgin Protecting the City of Spoleto,Virgin protecting the city of Spoleto,Work,[Category Fix] 祭坛画。
Virgin by Bassanino,"Bassanino, Virgilio | Virgil Bassanino",Work,"[Correction] 依据指令修正：原文 ""Virgilio Bassanino"" 极大概率为 ""Virgin by Bassanino"" (Jacopo Bassano作品) 的误读。 | [OCR/Typo Fix] 极可能是 ""Virgin [painted] by Bassanino"" (Jacopo Bassano 或家族成员) 的误读。"
Virginia Museum of Fine Arts,Virginia Museum of fine Arts Williams Fund,Organization,[Category Fix] 博物馆基金。
Virginio Orsini,"Virginio Orsini, Duke of Bracciano",Person,布拉恰诺公爵。
Vitaly Bloch,Vitaly Bloch,Person,艺术史学家。
Viterbo / Moroni,Viterbo Moroni,Place/Person,"[Split Required] 错误合并。Viterbo (地点), Gaetano Moroni (作家)。"
Vitruvius,Marcus Vitruvius Pollio | Vitruvius,Person,建筑师维特鲁威。 | 维特鲁威。
Vittore Carpaccio,Vittore Carpaccio,Person,威尼斯画家。
Vittoria della Rovere,Vittoria della Rovere,Person,托斯卡纳大公夫人。
Vittorio Bigari,Vittorio Bigari,Person,博洛尼亚画家。
Vittorio Casale,Vittorio Casale,Person,现代艺术史学家。
Vittorio Malamani,Vittorio Malamani,Person,19世纪艺术史学家（Canova 研究）。
Vittorio Moschini,Vittorio Moschini,Person,20世纪威尼斯艺术史学家/监督官。
Vittorio Viale,Vittorio Viale,Person,博物馆馆长（都灵）。
Vivant Denon,"Non, Dominique De (Dominique Vivant-Denon) | Vivant-Denon, Dominique",Person,卢浮宫首任馆长。
Viviano Codazzi,Viviano Codazzi,Person,建筑风景画家。
Voltaire,Voltaire,Person,伏尔泰。
W. Graham Robertson?,John Graham Robertson,Person,"[Check] 可能是 Walford Graham Robertson? 或者 John Graham (painter)? 搜索 ""John Graham Robertson"" 较少。待定。"
Wallraf-Richartz Museum,Wallraf每Richartz Museum,Organization,"[OCR Fix] ""每"" -> ""-""。科隆博物馆。"
Walter Friedlaender,Walter Friedl?nder,Person,"[OCR Fix] ""?nder"" -> ""aender""。艺术史学家。"
