Index,Row ID,主体 (Subject),谓词 (Predicate),客体 (Object),状态 (Status),依据 (Source),核验逻辑 (Evidence_Logic),_source_file
205,161,"Viviani, Vincenzo",lived_in,Florence,Confirmed,Page 229,[地理映射]: 驻地映射。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
206,161,Florence,is_located_in,Italy,Confirmed,Cascade,[地理级联]: 级联至国家。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
207,162,"Vleughels, Nicolas",has_role_of,Artist,Confirmed,Page 285,[身份固化]: 映射 Row 162。补全罗马法兰西学院院长身份。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
208,162,"Vleughels, Nicolas",lived_in,Rome,Confirmed,Page 343n,[地理映射]: 记录其职业场域。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
209,163,"Volpato, Giovanni",agent_for,"Canova, Antonio",Confirmed,Page 392,[中介链解构]: 映射 Row 163。识别其作为卡诺瓦经纪人的重要职能。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
210,164,Voltaire,has_social_link,"Querini, Angelo",Confirmed,Page 318,[WACV]: 映射 Row 164。记录文坛巨擘与威尼斯启蒙派的学术纽带。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
211,165,Voltaire,lived_in,Ferney,Confirmed,Page 369,[地理映射]: 映射 Row 165。记录其晚年的地理中心。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
212,165,Ferney,is_located_in,France,Confirmed,Cascade,[地理级联]: 国家级补全。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
213,166,"Querini, Angelo",visited,Voltaire,Confirmed,Page 369,[全生命周期]: 映射 Row 166。记录 1770 年代威尼斯赞助人的朝圣之旅。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
214,167,"Vouet, Simon",has_role_of,Artist,Confirmed,Page 45,[身份固化]: 映射 Row 167。识别 17 世纪法兰西画派大师。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
215,167,"Vouet, Simon",lived_in,Rome,Confirmed,Page 97,[地理映射]: 记录其旅意职业期。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
216,167,"Vouet, Simon",is_author_of,Portrait of Isabella della Rovere,Confirmed,Page 97,[SENP 剥离]: 正确映射。客体纯净化，剥离材质信息。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
217,167,Isabella della Rovere,has_title,Duchess of Bracciano,Confirmed,Grounding,[身份固化]: 补全被描绘者的正式姓名与职衔。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
218,168,"Wael, Cornelius de",lived_in,Genoa,Confirmed,Page 122,[地理映射]: 映射 Row 168。识别热那亚佛拉芒画家圈的核心。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
219,168,Genoa,is_located_in,Italy,Confirmed,Cascade,[地理级联]: 级联。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
220,170,"Wagner, Joseph",has_role_of,Publisher,Confirmed,Page 340,[身份固化]: 映射 Row 170。识别 18 世纪威尼斯版画出版巨头。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
221,171,"Waldstein, Count of",visited,Venice,Confirmed,Page 367,[地理映射]: 映射 Row 171。记录波西米亚权贵的资助足迹。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
222,172,"Walpole, Horace",has_role_of,Collector and Scholar,Confirmed,Page 264,[身份固化]: 映射 Row 172。识别英国哥特复兴领袖角色。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
223,172,"Walpole, Horace",visited,Venice,Confirmed,Page 301,[地理级联]: 记录其 1741 年大旅行路线。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
224,174,"Zanetti, Anton Maria (the Elder)",lived_in,Venice,Confirmed,Page 266,[地理级联]: 映射核心条目 Row 174 的主场。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
225,174,"Zanetti, Anton Maria (the Elder)",has_role_of,Art Broker,Confirmed,Page 342,[身份固化]: 识别其作为威尼斯与欧洲间顶级中介的角色。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
226,175,"Zanetti, Anton Maria (the Elder)",and,"Crozat, Pierre",Confirmed,Page 341,[WACV]: 映射 Row 175。确立与法国顶级藏家的商业/学术纽带。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
227,176,"Zanetti, Anton Maria (the Elder)",and,"Smith, Joseph",Confirmed,Page 341,[WACV]: 记录威尼斯两大中介核心的财务与学术互动。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
228,177,"Zanetti, Anton Maria (the Elder)",and,"Schulenburg, Johann Matthias",Confirmed,Page 341,[WACV]: 记录其为舒伦堡元帅提供收藏咨询的事实。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
229,178,"Zanetti, Anton Maria (the Elder)",agent_for,Regent de France,Confirmed,Page 341,[中介链解构]: 映射 Row 178。识别其为法兰西摄政王采买画作的职能。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
230,178,Regent de France,has_identity,"Orléans, Philippe II d'",Confirmed,Grounding,[身份固化]: 补全法兰西摄政王的正式姓名与职衔。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
231,179,"Zanetti, Anton Maria (the Elder)",and,"Ricci, Sebastiano",Confirmed,Page 341,[WACV]: 映射 Row 179。记录其与威尼斯画派巨擘的深度绑定。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
232,179,"Ricci, Sebastiano",and,"Ricci, Marco",Confirmed,Page 342,[二次爆破]: 拆解家族内并行的艺术家实体。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
233,180,"Zanetti, Anton Maria (the Elder)",represents,intermediary between Venice and Europe,Confirmed,Page 342,[SENP 构造]: 映射 Row 180。定义扎内蒂作为跨国艺术轴心的语义实体。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
234,181,"Zanetti, Anton Maria (the Elder)",has_property,Dactyliotheca,Confirmed,Page 344,[SENP 剥离]: 映射 Row 181。补全宝石收藏目录实体名。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
235,182,"Zanetti, Anton Maria (the Elder)",authored,Delle Antiche Statue Greche e Romane,Confirmed,Page 343,[SENP 剥离]: 映射 Row 182。著作实体名纯净化。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
236,183,"Zanetti, Anton Maria (the Elder)",employed,"Zompini, Gaetano",Confirmed,Page 344,[全生命周期]: 映射 Row 183。记录其作为赞助人对画师的雇用。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
237,184,"Zanetti, Anton Maria (the Elder)",has_property,Medal and gem collection,Confirmed,Page 342,[Genre]: 记录其特殊的藏品门类属性。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
238,185,"Zanetti, Anton Maria (the Elder)",has_property,Print collection,Confirmed,Page 342,[SENP 剥离]: 映射其举世闻名的版画收藏实体。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
239,186,"Zanetti, Anton Maria (the Elder)",acquired_property,Arundel drawings,Confirmed,Page 341,[Provenance]: 映射 Row 186。记录 1720 年从英格兰收购大宗帕尔米贾尼诺素描的历史节点。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
240,186,"Howard, Thomas",has_title,Earl of Arundel,Confirmed,Grounding,[身份固化]: 补全前任物主的标准姓名与职衔。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
241,187,"Zanetti, Anton Maria (the Elder)",rediscovered,process for making colour woodcuts,Confirmed,Page 343,[WACV]: 映射 Row 187。记录其在版画技术史上的学术贡献。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
242,188,"Zanetti, Anton Maria (the Elder)",is_author_of,Woodcuts after Parmigianino,Confirmed,Page 343,[SENP 剥离]: 实体名纯净化。映射 Row 188。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
243,188,Parmigianino,is_source_of,Woodcuts by Zanetti,Confirmed,Page 343,[二次爆破]: 识别版画的原作母体。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
244,189,"Zanetti, Anton Maria (the Younger)",has_role_of,Scholar and Librarian,Confirmed,Page 345,[身份固化]: 映射 Row 189。识别其为圣马可图书馆馆长。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
245,190,"Zanetti, Anton Maria (the Younger)",authored,Della Pittura Veneziana,Confirmed,Page 345,[SENP 剥离]: 映射 Row 190。补全威尼斯绘画史名著。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
246,191,"Zanetti, Anton Maria (the Younger)",revised,Boschini's Ricche Miniere,Confirmed,Page 345,[全生命周期]: 映射 Row 191。记录其对威尼斯导览文献的学术修订。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
247,192,"Zanetti, Anton Maria (the Younger)",authored,Varie Pitture a Fresco,Confirmed,Page 345,[SENP 剥离]: 映射 Row 192。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
248,193,"Zanetti, Domenico",has_role_of,Artist,Confirmed,Page 284n,[身份固化]: 映射 Row 193。识别活跃于德意志地区的家族画家。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
249,194,"Zanetti, Girolamo",authored,Elogio di Rosalba Carriera,Confirmed,Page 276n,[SENP 剥离]: 映射 Row 194。补全传记著作名。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
250,195,"Zanotti, Eustachio",has_role_of,Scientist and Patron,Confirmed,Page 347,[身份固化]: 映射 Row 195。识别博洛尼亚科学家。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
251,196,"Zatta, Antonio",has_role_of,Publisher,Confirmed,Page 335,[身份固化]: 映射 Row 196。识别 18 世纪威尼斯顶级出版商。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
252,197,"Zatta, Antonio",published,editions of Dante Petrarch Ariosto Tasso,Confirmed,Page 339,[SENP 剥离]: 映射 Row 197。实体名纯净化。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
253,197,"Zatta, Antonio",published,editions of Metastasio and Goldoni,Confirmed,Page 339,[二次爆破]: 拆解并列的文学实体 A。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
254,197,"Zatta, Antonio",published,editions of Petrarch,Confirmed,Page 339,[二次爆破]: 拆解并列的文学实体 B。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
255,198,"Zatta, Antonio",supported,Jesuits,Confirmed,Page 338,[WACV]: 映射 Row 198。记录出版商的教派政治倾向。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
256,199,"Zen, Alessandro",has_role_of,Patron,Confirmed,Page 253,[身份固化]: 映射 Row 199。补全威尼斯检察官职衔。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
257,200,"Zeno, Apostolo",has_role_of,Scholar and Poet,Confirmed,Page 230,[身份固化]: 映射 Row 200。识别威尼斯著名人文主义者。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
258,201,Zenobio Palace,is_located_in,Venice,Confirmed,Page 250,[地理映射]: 映射 Row 201。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
259,202,"Zocchi, Giuseppe",has_role_of,Artist,Confirmed,Page 382n,[身份固化]: 映射 Row 202。识别佛罗伦萨风景/肖像画家。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
260,203,"Zocchi, Giuseppe",is_author_of,Double portrait of Zanetti and Gerini,Confirmed,Page 382n,[SENP 剥离]: 正确映射 Row 203。客体纯净化。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
261,203,Double portrait of Zanetti and Gerini,depicts,"Zanetti, Anton Maria (the Elder)",Confirmed,Page 382n,[二次爆破]: 剥离描绘主体 A。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
262,203,Double portrait of Zanetti and Gerini,depicts,"Gerini, Marchese",Confirmed,Page 382n,[二次爆破]: 剥离描绘主体 B。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
263,204,"Zompini, Gaetano",has_role_of,Artist and Engraver,Confirmed,Page 273,[身份固化]: 映射 Row 204。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
264,205,"Zompini, Gaetano",is_author_of,engravings of Zanetti's Castiglione drawings,Confirmed,Page 344,[SENP 剥离]: 映射 Row 205。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
265,205,"Castiglione, Giovanni Benedetto",is_source_of,Zompini engravings,Confirmed,Page 344,[二次爆破]: 识别版画的原作作者。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
266,206,"Zompini, Gaetano",is_author_of,Le Arti che vanno per via nella Città di Venezia,Confirmed,Page 344,[SENP 剥离]: 正确映射 Row 206。补全著名的威尼斯职业版画集。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
267,207,"Zompini, Gaetano",worked_for,"Zanetti, Anton Maria (the Elder)",Confirmed,Page 344,[全生命周期]: 映射 Row 207。确立核心雇佣关系。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
268,208,"Zuccalli, Enrico",has_role_of,Architect,Confirmed,Page 193,[身份固化]: 映射 Row 208。识别活跃于慕尼黑的格劳宾登建筑师。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
269,209,"Zuccarelli, Francesco",has_role_of,Artist,Confirmed,Page 262,[身份固化]: 映射超级条目 Row 209。识别 18 世纪意大利最成功的风景画家。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
270,209,"Zuccarelli, Francesco",lived_in,Venice,Confirmed,Page 292,[地理映射]: 核心场域映射。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
271,209,"Zuccarelli, Francesco",lived_in,England,Confirmed,Page 292,[地理级联]: 记录其在伦敦的巅峰职业期。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
272,210,"Zuccarelli, Francesco",admired_by,followers of Rousseau,Confirmed,Page 328,[WACV]: 映射 Row 210。记录其风景画与自然主义思想的契合。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
273,211,"Zuccarelli, Francesco",is_author_of,Hunt of Meleager and Atalanta,Confirmed,Page 351,[SENP 剥离]: 正确映射 Row 211。实体名纯净化。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
274,212,"Zuccarelli, Francesco",is_author_of,Landscapes with story of Rebecca Jacob and Esau,Confirmed,Page 308,[SENP 剥离]: 正确映射 Row 212。移除数量前缀。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
275,212,Landscapes with story of Rebecca Jacob and Esau,consists_of,6 Landscapes,Confirmed,Page 308,[二次爆破]: 剥离作品数量属性。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
276,213,"Zuccarelli, Francesco",is_author_of,overdoors illustrating Palladian architecture,Confirmed,Page 308,[SENP 剥离]: 映射 Row 213。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
277,213,overdoors illustrating Palladian architecture,commissioned_by,"Smith, Joseph",Confirmed,Page 308,[全生命周期]: 记录领事史密斯对 Zuccarelli 的关键资助。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
278,214,"Zuccarelli, Francesco",worked_in,England,Confirmed,Page 292,[全生命周期]: 映射 Row 214。确立其在英格兰的委任关系。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
279,215,"Zucchi, Andrea",has_role_of,Artist and Engraver,Confirmed,Page 265,[身份固化]: 映射 Row 217。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
280,216,"Zucchi, Antonio",has_role_of,Artist,Confirmed,Page 294,[身份固化]: 映射 Row 218。补全与亚当兄弟合作的装饰画家身份。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
281,217,"Zugno, Francesco",has_role_of,Artist,Confirmed,Page 361,[身份固化]: 映射最终行 Row 219。识别提埃坡罗的重要助手。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
282,167,Portrait of Isabella della Rovere,has_material,Oil on Canvas,Confirmed,Grounding,[二次爆破]: 深度回填。补全 Vouet 名作的材质属性。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
283,167,Portrait of Isabella della Rovere,created_in,1620s,Confirmed,Grounding,[二次爆破]: 深度回填。补全创作年份。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
284,186,"Howard, Thomas",was_former_owner_of,Arundel Drawings,Confirmed,Page 341,[Provenance]: 递归回填 Row 186。确证 1720 年前的流转主权。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
285,188,Color woodcuts after Parmigianino,reflects,16th century style,Confirmed,Page 343,[WACV]: 记录扎内蒂复兴 16 世纪美学的史实。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
286,206,Venetian street cries,is_subject_of,Le Arti che vanno per via,Confirmed,Page 344,[二次爆破]: 递归回填 Row 206。剥离版画集的题材核心（街头喊街/行当）。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
287,178,"Orléans, Philippe II d'",patronized,Venetian artists,Confirmed,Page 341,[全生命周期]: 递归回填 Row 178。确立法国摄政王对威尼斯资源的汲取链路。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
288,158,De Architectura,represents,Classical architectural theory,Confirmed,Page 322,[WACV]: 递归补全 Row 158 的宏观属性。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
289,164,"Querini, Angelo",met,Voltaire,Confirmed,Page 369,[WACV]: 递归回填 Row 164。确证具体的会面事件。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
290,164,Ferney,is_located_in,Ain,Confirmed,Cascade,[地理级联]: 细化伏尔泰驻地的二级行政区划。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
291,164,Ain,is_located_in,France,Confirmed,Cascade,[地理级联]: 溯源至国家。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
292,197,Zatta editions,examples,La Divina Commedia,Confirmed,Grounding,[二次爆破]: 补全 Row 197 出版社的具体名著实例 A。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
